,
main
name:ISBA_CAN_Q05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:1,parameterNumber:0
name:ISBA_CAN_Q06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:1,parameterNumber:0
name:ISBA_CAN_E01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_E02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_E03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_E04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_E05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_E06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:19,parameterNumber:11
name:ISBA_CAN_LMO,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:ISBA_CAN_P01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:3,parameterNumber:0
name:ISBA_CAN_P02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:3,parameterNumber:0
name:ISBA_CAN_P03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:3,parameterNumber:0
name:ISBA_CAN_P04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:3,parameterNumber:0
name:ISBA_CAN_P05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:3,parameterNumber:0
name:ISBA_CAN_P06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:3,parameterNumber:0
name:CLAY,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:SAND,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:RUNOFFB,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:WDRAIN,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROOF1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROOF2,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROOF3,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:255,parameterCategory:255,parameterNumber:255
name:WS_ROOF,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROAD1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROAD2,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:255,parameterCategory:255,parameterNumber:255
name:T_ROAD3,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:255,parameterCategory:255,parameterNumber:255
name:WS_ROAD,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:T_WALL1,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:255,parameterCategory:255,parameterNumber:255
name:T_WALL2,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:255,parameterCategory:255,parameterNumber:255
name:T_WALL3,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:255,parameterCategory:255,parameterNumber:255
name:TI_BLD,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:TI_ROAD,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
